code,condition
20126,"Hodgkin's sarcoma, intrapelvic lymph nodes"
20127,"Hodgkin's sarcoma, spleen"
20128,"Hodgkin's sarcoma, lymph nodes of multiple sites"
20140,"Hodgkin's disease, lymphocytic-histiocytic predominance, unspecified site, extranodal and solid organ sites"
20141,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of head, face, and neck"
20142,"Hodgkin's disease, lymphocytic-histiocytic predominance, intrathoracic lymph nodes"
20143,"Hodgkin's disease, lymphocytic-histiocytic predominance, intra-abdominal lymph nodes"
20144,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of axilla and upper limb"
20145,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of inguinal region and lower limb"
20146,"Hodgkin's disease, lymphocytic-histiocytic predominance, intrapelvic lymph nodes"
20147,"Hodgkin's disease, lymphocytic-histiocytic predominance, spleen"
20148,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of multiple sites"
20150,"Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites"
20151,"Hodgkin's disease, nodular sclerosis, lymph nodes of head, face, and neck"
20152,"Hodgkin's disease, nodular sclerosis, intrathoracic lymph nodes"
20153,"Hodgkin's disease, nodular sclerosis, intra-abdominal lymph nodes"
20154,"Hodgkin's disease, nodular sclerosis, lymph nodes of axilla and upper limb"
20155,"Hodgkin's disease, nodular sclerosis, lymph nodes of inguinal region and lower limb"
20156,"Hodgkin's disease, nodular sclerosis, intrapelvic lymph nodes"
20157,"Hodgkin's disease, nodular sclerosis, spleen"
20158,"Hodgkin's disease, nodular sclerosis, lymph nodes of multiple sites"
20160,"Hodgkin's disease, mixed cellularity, unspecified site, extranodal and solid organ sites"
20161,"Hodgkin's disease, mixed cellularity, lymph nodes of head, face, and neck"
20162,"Hodgkin's disease, mixed cellularity, intrathoracic lymph nodes"
20163,"Hodgkin's disease, mixed cellularity, intra-abdominal lymph nodes"
20164,"Hodgkin's disease, mixed cellularity, lymph nodes of axilla and upper limb"
20165,"Hodgkin's disease, mixed cellularity, lymph nodes of inguinal region and lower limb"
20166,"Hodgkin's disease, mixed cellularity, intrapelvic lymph nodes"
20167,"Hodgkin's disease, mixed cellularity, spleen"
20168,"Hodgkin's disease, mixed cellularity, lymph nodes of multiple sites"
20170,"Hodgkin's disease, lymphocytic depletion, unspecified site, extranodal and solid organ sites"
20171,"Hodgkin's disease, lymphocytic depletion, lymph nodes of head, face, and neck"
20172,"Hodgkin's disease, lymphocytic depletion, intrathoracic lymph nodes"
20173,"Hodgkin's disease, lymphocytic depletion, intra-abdominal lymph nodes"
20174,"Hodgkin's disease, lymphocytic depletion, lymph nodes of axilla and upper limb"
20175,"Hodgkin's disease, lymphocytic depletion, lymph nodes of inguinal region and lower limb"
20176,"Hodgkin's disease, lymphocytic depletion, intrapelvic lymph nodes"
20177,"Hodgkin's disease, lymphocytic depletion, spleen"
20178,"Hodgkin's disease, lymphocytic depletion, lymph nodes of multiple sites"
20190,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites"
20191,"Hodgkin's disease, unspecified type, lymph nodes of head, face, and neck"
20192,"Hodgkin's disease, unspecified type, intrathoracic lymph nodes"
20193,"Hodgkin's disease, unspecified type, intra-abdominal lymph nodes"
20194,"Hodgkin's disease, unspecified type, lymph nodes of axilla and upper limb"
20195,"Hodgkin's disease, unspecified type, lymph nodes of inguinal region and lower limb"
20196,"Hodgkin's disease, unspecified type, intrapelvic lymph nodes"
20197,"Hodgkin's disease, unspecified type, spleen"
20198,"Hodgkin's disease, unspecified type, lymph nodes of multiple sites"
20200,"Nodular lymphoma, unspecified site, extranodal and solid organ sites"
20201,"Nodular lymphoma, lymph nodes of head, face, and neck"
20202,"Nodular lymphoma, intrathoracic lymph nodes"
20203,"Nodular lymphoma, intra-abdominal lymph nodes"
20204,"Nodular lymphoma, lymph nodes of axilla and upper limb"
20205,"Nodular lymphoma, lymph nodes of inguinal region and lower limb"
20206,"Nodular lymphoma, intrapelvic lymph nodes"
20207,"Nodular lymphoma, spleen"
20208,"Nodular lymphoma, lymph nodes of multiple sites"
20210,"Mycosis fungoides, unspecified site, extranodal and solid organ sites"
20211,"Mycosis fungoides, lymph nodes of head, face, and neck"
20212,"Mycosis fungoides, intrathoracic lymph nodes"
20213,"Mycosis fungoides, intra-abdominal lymph nodes"
20214,"Mycosis fungoides, lymph nodes of axilla and upper limb"
20215,"Mycosis fungoides, lymph nodes of inguinal region and lower limb"
20216,"Mycosis fungoides, intrapelvic lymph nodes"
20217,"Mycosis fungoides, spleen"
20218,"Mycosis fungoides, lymph nodes of multiple sites"
20220,"Sezary's disease, unspecified site, extranodal and solid organ sites"
20221,"Sezary's disease, lymph nodes of head, face, and neck"
20222,"Sezary's disease, intrathoracic lymph nodes"
20223,"Sezary's disease, intra-abdominal lymph nodes"
20224,"Sezary's disease, lymph nodes of axilla and upper limb"
20225,"Sezary's disease, lymph nodes of inguinal region and lower limb"
20226,"Sezary's disease, intrapelvic lymph nodes"
20227,"Sezary's disease, spleen"
20228,"Sezary's disease, lymph nodes of multiple sites"
20230,"Malignant histiocytosis, unspecified site, extranodal and solid organ sites"
20231,"Malignant histiocytosis, lymph nodes of head, face, and neck"
20232,"Malignant histiocytosis, intrathoracic lymph nodes"
20233,"Malignant histiocytosis, intra-abdominal lymph nodes"
20234,"Malignant histiocytosis, lymph nodes of axilla and upper limb"
20235,"Malignant histiocytosis, lymph nodes of inguinal region and lower limb"
20236,"Malignant histiocytosis, intrapelvic lymph nodes"
20237,"Malignant histiocytosis, spleen"
20238,"Malignant histiocytosis, lymph nodes of multiple sites"
20240,"Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites"
20241,"Leukemic reticuloendotheliosis, lymph nodes of head, face, and neck"
20242,"Leukemic reticuloendotheliosis, intrathoracic lymph nodes"
20243,"Leukemic reticuloendotheliosis, intra-abdominal lymph nodes"
20244,"Leukemic reticuloendotheliosis, lymph nodes of axilla and upper arm"
20245,"Leukemic reticuloendotheliosis, lymph nodes of inguinal region and lower limb"
20246,"Leukemic reticuloendotheliosis, intrapelvic lymph nodes"
20247,"Leukemic reticuloendotheliosis, spleen"
20248,"Leukemic reticuloendotheliosis, lymph nodes of multiple sites"
20250,"Letterer-siwe disease, unspecified site, extranodal and solid organ sites"
20251,"Letterer-siwe disease, lymph nodes of head, face, and neck"
20252,"Letterer-siwe disease, intrathoracic lymph nodes"
20253,"Letterer-siwe disease, intra-abdominal lymph nodes"
20254,"Letterer-siwe disease, lymph nodes of axilla and upper limb"
20255,"Letterer-siwe disease, lymph nodes of inguinal region and lower limb"
20256,"Letterer-siwe disease, intrapelvic lymph nodes"
20257,"Letterer-siwe disease, spleen"
20258,"Letterer-siwe disease, lymph nodes of multiple sites"
20260,"Malignant mast cell tumors, unspecified site, extranodal and solid organ sites"
20261,"Malignant mast cell tumors, lymph nodes of head, face, and neck"
20262,"Malignant mast cell tumors, intrathoracic lymph nodes"
20263,"Malignant mast cell tumors, intra-abdominal lymph nodes"
20264,"Malignant mast cell tumors, lymph nodes of axilla and upper limb"
20265,"Malignant mast cell tumors, lymph nodes of inguinal region and lower limb"
20266,"Malignant mast cell tumors, intrapelvic lymph nodes"
20267,"Malignant mast cell tumors, spleen"
20268,"Malignant mast cell tumors, lymph nodes of multiple sites"
20270,"Peripheral T cell lymphoma, unspecified site, extranodal and solid organ sites"
20271,"Peripheral T cell lymphoma, lymph nodes of head, face, and neck"
20272,"Peripheral T cell lymphoma, intrathoracic lymph nodes"
20273,"Peripheral T cell lymphoma, intra-abdominal lymph nodes"
20274,"Peripheral T cell lymphoma, lymph nodes of axilla and upper limb"
20275,"Peripheral T cell lymphoma, lymph nodes of inguinal region and lower limb"
20276,"Peripheral T cell lymphoma, intrapelvic lymph nodes"
20277,"Peripheral T cell lymphoma, spleen"
20278,"Peripheral T cell lymphoma, lymph nodes of multiple sites"
20280,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites"
20281,"Other malignant lymphomas, lymph nodes of head, face, and neck"
20282,"Other malignant lymphomas, intrathoracic lymph nodes"
20283,"Other malignant lymphomas, intra-abdominal lymph nodes"
20284,"Other malignant lymphomas, lymph nodes of axilla and upper limb"
20285,"Other malignant lymphomas, lymph nodes of inguinal region and lower limb"
20286,"Other malignant lymphomas, intrapelvic lymph nodes"
20287,"Other malignant lymphomas, spleen"
20288,"Other malignant lymphomas, lymph nodes of multiple sites"
20290,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites"
20291,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of head, face, and neck"
20292,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrathoracic lymph nodes"
20293,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intra-abdominal lymph nodes"
20294,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of axilla and upper limb"
20295,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of inguinal region and lower limb"
20296,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrapelvic lymph nodes"
20297,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, spleen"
20298,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of multiple sites"
20300,"Multiple myeloma, without mention of having achieved remission"
20301,"Multiple myeloma, in remission"
20302,"Multiple myeloma, in relapse"
20310,"Plasma cell leukemia, without mention of having achieved remission"
20311,"Plasma cell leukemia, in remission"
20312,"Plasma cell leukemia, in relapse"
20380,"Other immunoproliferative neoplasms, without mention of having achieved remission"
20381,"Other immunoproliferative neoplasms, in remission"
20382,"Other immunoproliferative neoplasms, in relapse"
20400,"Acute lymphoid leukemia, without mention of having achieved remission"
20401,"Acute lymphoid leukemia, in remission"
20402,"Acute lymphoid leukemia, in relapse"
20410,"Chronic lymphoid leukemia, without mention of having achieved remission"
20411,"Chronic lymphoid leukemia, in remission"
20412,"Chronic lymphoid leukemia, in relapse"
20420,"Subacute lymphoid leukemia, without mention of having achieved remission"
20421,"Subacute lymphoid leukemia, in remission"
20422,"Subacute lymphoid leukemia, in relapse"
20480,"Other lymphoid leukemia, without mention of having achieved remission"
20481,"Other lymphoid leukemia, in remission"
20482,"Other lymphoid leukemia, in relapse"
20490,"Unspecified lymphoid leukemia, without mention of having achieved remission"
20491,"Unspecified lymphoid leukemia, in remission"
20492,"Unspecified lymphoid leukemia, in relapse"
20500,"Acute myeloid leukemia, without mention of having achieved remission"
20501,"Acute myeloid leukemia, in remission"
20502,"Acute myeloid leukemia, in relapse"
20510,"Chronic myeloid leukemia, without mention of having achieved remission"
20511,"Chronic myeloid leukemia, in remission"
20512,"Chronic myeloid leukemia, in relapse"
20520,"Subacute myeloid leukemia, without mention of having achieved remission"
20521,"Subacute myeloid leukemia,in remission"
20522,"Subacute myeloid leukemia, in relapse"
20530,"Myeloid sarcoma, without mention of having achieved remission"
20531,"Myeloid sarcoma, in remission"
20532,"Myeloid sarcoma, in relapse"
20580,"Other myeloid leukemia, without mention of having achieved remission"
20581,"Other myeloid leukemia, in remission"
20582,"Other myeloid leukemia, in relapse"
20590,"Unspecified myeloid leukemia, without mention of having achieved remission"
20591,"Unspecified myeloid leukemia, in remission"
20592,"Unspecified myeloid leukemia, in relapse"
20600,"Acute monocytic leukemia, without mention of having achieved remission"
20601,"Acute monocytic leukemia,in remission"
20602,"Acute monocytic leukemia, in relapse"
20610,"Chronic monocytic leukemia, without mention of having achieved remission"
20611,"Chronic monocytic leukemia, in remission"
20612,"Chronic monocytic leukemia, in relapse"
20620,"Subacute monocytic leukemia, without mention of having achieved remission"
20621,"Subacute monocytic leukemia, in remission"
20622,"Subacute monocytic leukemia, in relapse"
20680,"Other monocytic leukemia, without mention of having achieved remission"
20681,"Other monocytic leukemia, in remission"
20682,"Other monocytic leukemia, in relapse"
20690,"Unspecified monocytic leukemia, without mention of having achieved remission"
20691,"Unspecified monocytic leukemia, in remission"
20692,"Unspecified monocytic leukemia, in relapse"
20700,"Acute erythremia and erythroleukemia, without mention of having achieved remission"
20701,"Acute erythremia and erythroleukemia, in remission"
20702,"Acute erythremia and erythroleukemia, in relapse"
20710,"Chronic erythremia, without mention of having achieved remission"
20711,"Chronic erythremia, in remission"
20712,"Chronic erythremia, in relapse"
20720,"Megakaryocytic leukemia, without mention of having achieved remission"
20721,"Megakaryocytic leukemia, in remission"
20722,"Megakaryocytic leukemia, in relapse"
20780,"Other specified leukemia, without mention of having achieved remission"
20781,"Other specified leukemia, in remission"
20782,"Other specified leukemia, in relapse"
20800,"Acute leukemia of unspecified cell type, without mention of having achieved remission"
20801,"Acute leukemia of unspecified cell type, in remission"
20802,"Acute leukemia of unspecified cell type, in relapse"
20810,"Chronic leukemia of unspecified cell type, without mention of having achieved remission"
20811,"Chronic leukemia of unspecified cell type, in remission"
20812,"Chronic leukemia of unspecified cell type, in relapse"
20820,"Subacute leukemia of unspecified cell type, without mention of having achieved remission"
20821,"Subacute leukemia of unspecified cell type, in remission"
20822,"Subacute leukemia of unspecified cell type, in relapse"
20880,"Other leukemia of unspecified cell type, without mention of having achieved remission"
20881,"Other leukemia of unspecified cell type, in remission"
20882,"Other leukemia of unspecified cell type, in relapse"
20890,"Unspecified leukemia, without mention of having achieved remission"
20891,"Unspecified leukemia, in remission"
20892,"Unspecified leukemia, in relapse"
20900,"Malignant carcinoid tumor of the small intestine, unspecified portion"
20901,Malignant carcinoid tumor of the duodenum
20902,Malignant carcinoid tumor of the jejunum
20903,Malignant carcinoid tumor of the ileum
20910,"Malignant carcinoid tumor of the large intestine, unspecified portion"
20911,Malignant carcinoid tumor of the appendix
20912,Malignant carcinoid tumor of the cecum
20913,Malignant carcinoid tumor of the ascending colon
20914,Malignant carcinoid tumor of the transverse colon
20915,Malignant carcinoid tumor of the descending colon
20916,Malignant carcinoid tumor of the sigmoid colon
20917,Malignant carcinoid tumor of the rectum
20920,Malignant carcinoid tumor of unknown primary site
20921,Malignant carcinoid tumor of the bronchus and lung
20922,Malignant carcinoid tumor of the thymus
20923,Malignant carcinoid tumor of the stomach
20924,Malignant carcinoid tumor of the kidney
20925,"Malignant carcinoid tumor of foregut, not otherwise specified"
20926,"Malignant carcinoid tumor of midgut, not otherwise specified"
20927,"Malignant carcinoid tumor of hindgut, not otherwise specified"
20929,Malignant carcinoid tumor of other sites
20930,"Malignant poorly differentiated neuroendocrine carcinoma, any site"
20931,Merkel cell carcinoma of the face
20932,Merkel cell carcinoma of the scalp and neck
20933,Merkel cell carcinoma of the upper limb
20934,Merkel cell carcinoma of the lower limb
20935,Merkel cell carcinoma of the trunk
20936,Merkel cell carcinoma of other sites
20970,"Secondary neuroendocrine tumor, unspecified site"
20971,Secondary neuroendocrine tumor of distant lymph nodes
20972,Secondary neuroendocrine tumor of liver
20973,Secondary neuroendocrine tumor of bone
20974,Secondary neuroendocrine tumor of peritoneum
20975,Secondary Merkel cell carcinoma
20979,Secondary neuroendocrine tumor of other sites
23330,"Carcinoma in situ, unspecified female genital organ"
23331,"Carcinoma in situ, vagina"
23332,"Carcinoma in situ, vulva"
23339,"Carcinoma in situ, other female genital organ"
23690,"Neoplasm of uncertain behavior of urinary organ, unspecified"
23691,Neoplasm of uncertain behavior of kidney and ureter
23699,Neoplasm of uncertain behavior of other and unspecified urinary organs
23770,"Neurofibromatosis, unspecified"
23771,"Neurofibromatosis, type 1 [von recklinghausen's disease]"
23772,"Neurofibromatosis, type 2 [acoustic neurofibromatosis]"
23773,Schwannomatosis
23779,Other neurofibromatosis
23871,Essential thrombocythemia
23872,Low grade myelodysplastic syndrome lesions
23873,High grade myelodysplastic syndrome lesions
23874,Myelodysplastic syndrome with 5q deletion
23875,"Myelodysplastic syndrome, unspecified"
23876,Myelofibrosis with myeloid metaplasia
23877,Post-transplant lymphoproliferative disorder (PTLD)
23879,Other lymphatic and hematopoietic tissues
23981,"Neoplasms of unspecified nature, retina and choroid"
23989,"Neoplasms of unspecified nature, other specified sites"
